"SAMPLE_ID","NOMINAL_TAXON","LAT","LON","MORPHOLOGICAL_TAXON","OPERATIONAL_TAXON","INCIPIENT_TAXON","THRESHOLD_TAXON","CYTB","SQCL","ddRAD","ddRAD_SRA","sqcl_SRA","CYTB_genbank"
"QM_64098_Ct_agre","Ctenotus_agrestis",-20.89859763,142.1508977,"Ctenotus_agrestis","Ctenotus_agrestis","Ctenotus_agrestis","Ctenotus_sp39",TRUE,FALSE,FALSE,NA,NA,"KJ504984.1"
"SAMR_65418_Ct_agre","Ctenotus_agrestis",-24.14,143.3392,"Ctenotus_agrestis","Ctenotus_agrestis","Ctenotus_agrestis","Ctenotus_sp39",TRUE,TRUE,TRUE,"SRS2115406","SRR31065728","PQ522633"
"NA_ABTC24115_Ct_alac","Ctenotus_alacer",-23.7407,133.346,"Ctenotus_alacer","Ctenotus_alacer","Ctenotus_alacer","Ctenotus_sp66",TRUE,TRUE,FALSE,NA,"SRR31065901","KJ505250.1"
"NTMR_18324_Ct_alac","Ctenotus_alacer",-23.45,134.683333,"Ctenotus_alacer","Ctenotus_alacer","Ctenotus_alacer","Ctenotus_sp66",TRUE,FALSE,FALSE,NA,NA,"KJ504985.1"
"WAMR_121106_Ct_alle","Ctenotus_alleni",-26.546389,113.963333,"Ctenotus_alleni","Ctenotus_australis",NA,"Ctenotus_sp76",TRUE,TRUE,FALSE,NA,"SRR31065900","KJ504986.1"
"WAMR_130254_Le_allo","Lerista_allochira",-21.8083,114.1019,"Lerista_allochira","Lerista_allochira","Lerista_allochira_V1","Lerista_sp159",TRUE,FALSE,TRUE,"SRS3431798",NA,"PQ522634"
"WAMR_130255_Le_allo","Lerista_allochira",-22.0961,113.9961,"Lerista_allochira","Lerista_allochira","Lerista_allochira_V1","Lerista_sp159",TRUE,TRUE,TRUE,"SRS3431800","SRR31065773","PQ522635"
"WAMR_145199_Le_allo","Lerista_allochira",-22.243,114.0347,"Lerista_allochira","Lerista_allochira","Lerista_allochira_V1","Lerista_sp159",TRUE,FALSE,TRUE,"SRS3431799",NA,"PQ522636"
"NA_ABTC125975_Ct_allo","Ctenotus_allotropis",-21.943185,139.597033,"Ctenotus_allotropis","Ctenotus_allotropis","Ctenotus_allotropis","Ctenotus_sp101",TRUE,TRUE,TRUE,"SRS2115721","SRR31065806","PQ522637"
"SAMAR_55806_Le_amel","Lerista_ameles",-18.12833,144.6328,"Lerista_ameles","Lerista_ameles","Lerista_ameles","Lerista_sp186",TRUE,TRUE,TRUE,"SRR31035065","SRR31065748","PQ522638"
"AMSR_126077_Eu_ampl","Concinnia_ampla",-20.95,148.8,"Concinnia_ampla","Concinnia_ampla","Concinnia_ampla","Concinnia_sp250",FALSE,TRUE,FALSE,NA,"SRR31065686",NA
"NA_ANGUW103931_Ct_angu","Ctenotus_angusticeps",-21.316944,115.166944,"Ctenotus_angusticeps","Ctenotus_angusticeps","Ctenotus_angusticeps","Ctenotus_sp79",TRUE,FALSE,FALSE,NA,NA,"KJ505252.1"
"WAMR_104349_Ct_angu","Ctenotus_angusticeps",-21.333,115.166667,"Ctenotus_angusticeps","Ctenotus_angusticeps","Ctenotus_angusticeps","Ctenotus_sp79",TRUE,TRUE,TRUE,"SRS2115366","SRR31065706","KJ504988.1"
"WAMR_129936_Ct_ania","Ctenotus_ariadnae",-23.25,118.666667,"Ctenotus_ariadnae","Ctenotus_ariadnae",NA,"Ctenotus_sp46",TRUE,FALSE,FALSE,NA,NA,"PQ522639"
"WAMR_114222_Le_apod","Lerista_apoda",-16.4,122.9333,"Lerista_apoda","Lerista_apoda","Lerista_apoda_V1","Lerista_sp190",TRUE,FALSE,TRUE,"SRS3431801",NA,"PQ522640"
"WAMR_114243_Le_apod","Lerista_apoda",-17.3666,122.15,"Lerista_apoda","Lerista_apoda","Lerista_apoda_V1","Lerista_sp190",TRUE,FALSE,TRUE,"SRS3431810",NA,"PQ522641"
"WAMR_168495_Le_apod","Lerista_apoda",-17.5675,122.2169,"Lerista_apoda","Lerista_apoda","Lerista_apoda_V1","Lerista_sp190",TRUE,TRUE,TRUE,"SRS3431807","SRR31065774","PQ522642"
"NA_ARANSP006_Ct_aran","Ctenotus_brooksi",NA,NA,"Ctenotus_brooksi","Ctenotus_taeniatus",NA,"Ctenotus_sp95",TRUE,FALSE,FALSE,NA,NA,"PQ522643"
"QM_63024_Ct_arca","Ctenotus_arcanus",-26.13187717,152.5174588,"Ctenotus_arcanus","Ctenotus_arcanus","Ctenotus_arcanus","Ctenotus_sp36",TRUE,FALSE,FALSE,NA,NA,"KJ504991.1"
"QM_80852_Ct_arca","Ctenotus_arcanus",-21.318,148.5097,"Ctenotus_arcanus","Ctenotus_terrareginae","Ctenotus_terrareginae","Ctenotus_sp37",TRUE,FALSE,FALSE,NA,NA,"KJ505827.1"
"SAMR_55637_Ct_arca","Ctenotus_arcanus",-24.357,150.960556,"Ctenotus_arcanus","Ctenotus_arcanus","Ctenotus_arcanus","Ctenotus_sp36",TRUE,TRUE,TRUE,"SRS2115437","SRR31065672","KJ505253.1"
"SAMR_55638_Ct_arca","Ctenotus_arcanus",-24.357,150.960556,"Ctenotus_arcanus","Ctenotus_arcanus","Ctenotus_arcanus","Ctenotus_sp36",TRUE,FALSE,TRUE,"SRS2115436",NA,"KJ505254.1"
"SAMAR_53771_Le_aren","Lerista_arenicola",-34.54778,135.2089,"Lerista_arenicola","Lerista_microtis_2","Lerista_microtis_2","Lerista_sp163",TRUE,TRUE,TRUE,"SRR31035064","SRR31065787","OR026699"
"SAMAR_45923_Le_micr","Lerista_microtis",-35.18889,136.4778,"Lerista_microtis","Lerista_microtis_2","Lerista_microtis_2","Lerista_sp163",TRUE,FALSE,TRUE,"SRR31034945",NA,"OR026697"
"SAMAR_50095_Le_aren","Lerista_arenicola",-33.33333,134.8,"Lerista_arenicola","Lerista_microtis_1","Lerista_microtis_V2","Lerista_sp162",TRUE,FALSE,TRUE,"SRS3431538",NA,"OR026698"
"CUMV_14811_Ct_aria","Ctenotus_ariadnae",-26.226,121.5575,"Ctenotus_ariadnae","Ctenotus_ariadnae","Ctenotus_ariadnae_V1","Ctenotus_sp46",TRUE,FALSE,TRUE,"SRS2115735",NA,"PQ522644"
"CUMV_14812_Ct_aria","Ctenotus_ariadnae",-26.226,121.5575,"Ctenotus_ariadnae","Ctenotus_ariadnae","Ctenotus_ariadnae_V1","Ctenotus_sp46",TRUE,TRUE,TRUE,"SRS2115734","SRR31065802","PQ522645"
"NA_DLR0011_Ct_aria","Ctenotus_ariadnae",-26.226,121.5575,"Ctenotus_ariadnae","Ctenotus_ariadnae",NA,"Ctenotus_sp46",TRUE,FALSE,FALSE,NA,NA,"KJ505255.1"
"NA_DLR0149_Ct_aria","Ctenotus_ariadnae",-26.226,121.5575,"Ctenotus_ariadnae","Ctenotus_ariadnae",NA,"Ctenotus_sp46",TRUE,FALSE,FALSE,NA,NA,"PQ522646"
"SAMAR_35025_Ct_aria","Ctenotus_ariadnae",-26.95,140.95,"Ctenotus_ariadnae","Ctenotus_ariadnae","Ctenotus_ariadnae_V1","Ctenotus_sp46",TRUE,FALSE,TRUE,"SRS2115597",NA,"PQ522647"
"SAMAR_38117_Ct_aria","Ctenotus_ariadnae",-26.28333,136.1,"Ctenotus_ariadnae","Ctenotus_ariadnae","Ctenotus_ariadnae_V1","Ctenotus_sp46",TRUE,FALSE,TRUE,"SRS2115587",NA,"PQ522648"
"SAMAR_45960_Ct_aria","Ctenotus_ariadnae",-26.615,129.3139,"Ctenotus_ariadnae","Ctenotus_ariadnae","Ctenotus_ariadnae_V1","Ctenotus_sp46",TRUE,FALSE,TRUE,"SRS2115557",NA,"PQ522649"
"UMMZ_244268_ct_aria","Ctenotus_ariadnae",-26.28126,121.35741,"Ctenotus_ariadnae","Ctenotus_ariadnae",NA,"Ctenotus_sp46",FALSE,TRUE,FALSE,NA,"SRS4312604",NA
"UMMZ_244269_ct_aria","Ctenotus_ariadnae",-26.28126,121.35741,"Ctenotus_ariadnae","Ctenotus_ariadnae",NA,"Ctenotus_sp46",FALSE,TRUE,FALSE,NA,"SRS4312609",NA
"NA_ABTC29139_Ct_arnh","Ctenotus_arnhemensis",-12.5,132.92,"Ctenotus_arnhemensis","Ctenotus_arnhemensis","Ctenotus_arnhemensis","Ctenotus_sp29",TRUE,FALSE,FALSE,NA,NA,"KJ505828.1"
"NA_CCM2564_Ct_arnh","Ctenotus_superciliaris",-12.99761,132.93274,"Ctenotus_arnhemensis","Ctenotus_superciliaris_E",NA,"Ctenotus_sp8",TRUE,FALSE,FALSE,NA,NA,"OQ091860"
"NA_CCM2570_Ct_arnh","Ctenotus_superciliaris",-12.8615,132.9794,"Ctenotus_arnhemensis","Ctenotus_superciliaris_E",NA,"Ctenotus_sp8",TRUE,FALSE,FALSE,NA,NA,"OQ091862"
"NA_CCM2571_Ct_arnh","Ctenotus_superciliaris",-12.8615,132.9794,"Ctenotus_arnhemensis","Ctenotus_superciliaris_E",NA,"Ctenotus_sp8",TRUE,FALSE,FALSE,NA,NA,"OQ091863"
"NTMR_20364_Ct_arnh","Ctenotus_arnhemensis",-12.5,132.92,"Ctenotus_arnhemensis","Ctenotus_arnhemensis","Ctenotus_arnhemensis","Ctenotus_sp29",TRUE,FALSE,TRUE,"SRS2115663",NA,"KJ504992.1"
"NA_ASTASP010_Ct_asta","Ctenotus_astarte",NA,NA,"Ctenotus_astarte","Ctenotus_astarte",NA,"Ctenotus_sp74",TRUE,FALSE,FALSE,NA,NA,"PQ522650"
"QMJ_62373_Ct_asta","Ctenotus_astarte",-25.36667,141.4667,"Ctenotus_astarte","Ctenotus_astarte","Ctenotus_astarte_V2","Ctenotus_sp74",TRUE,FALSE,TRUE,"SRS2115624",NA,"PQ522651"
"SAMAR_42823_Ct_asta","Ctenotus_astarte",-23.55,140.6833,"Ctenotus_astarte","Ctenotus_astarte","Ctenotus_astarte_V1","Ctenotus_sp74",TRUE,FALSE,TRUE,"SRS2115574",NA,"PQ522652"
"SAMAR_42840_Ct_asta","Ctenotus_astarte",-23.63333,141.6667,"Ctenotus_astarte","Ctenotus_astarte","Ctenotus_astarte_V1","Ctenotus_sp74",TRUE,FALSE,TRUE,"SRS2115572",NA,"PQ522653"
"SAMAR_42843_Ct_asta","Ctenotus_astarte",-23.63333,142.2,"Ctenotus_astarte","Ctenotus_astarte","Ctenotus_astarte_V1","Ctenotus_sp74",TRUE,FALSE,TRUE,"SRS2115571",NA,"PQ522654"
"SAMAR_42903_Ct_asta","Ctenotus_astarte",-25.56667,141.5167,"Ctenotus_astarte","Ctenotus_astarte","Ctenotus_astarte_V2","Ctenotus_sp74",TRUE,FALSE,TRUE,"SRS2115568",NA,"PQ522655"
"SAMR_42801_Ct_asta","Ctenotus_astarte",-23.667,140.966667,"Ctenotus_astarte","Ctenotus_astarte","Ctenotus_astarte_V1","Ctenotus_sp74",TRUE,FALSE,TRUE,"SRS2115489",NA,"KJ504993.1"
"SAMR_42826_Ct_asta","Ctenotus_astarte",-23.65,140.8,"Ctenotus_astarte","Ctenotus_astarte",NA,"Ctenotus_sp74",TRUE,TRUE,FALSE,NA,"SRR31065776","KJ505256.1"
"NA_CCM2023_Ct_asti","Ctenotus_superciliaris",-14.71124,134.28859,"Ctenotus_astictus","Ctenotus_superciliaris_E",NA,"Ctenotus_sp8",TRUE,TRUE,FALSE,NA,"SRR31065765","OQ091835"
"NA_ABTC10460_Ct_atla","Ctenotus_atlas",-29.967,123.7667,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505829.1"
"NA_ABTC10469_Ct_atla","Ctenotus_atlas",-29.967,123.7667,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505830.1"
"NA_ABTC10471_Ct_atla","Ctenotus_atlas",-29.967,123.7667,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505831.1"
"NA_ABTC10477_Ct_atla","Ctenotus_atlas",-29.967,123.7667,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505832.1"
"NA_ABTC41321_Ct_atla","Ctenotus_atlas",NA,NA,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505835.1"
"NA_ABTC41322_Ct_atla","Ctenotus_atlas",NA,NA,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505836.1"
"NA_ABTC92338_Ct_atla","Ctenotus_atlas",-33.83,139.9588,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505866.1"
"SAMR_20811_Ct_atla","Ctenotus_atlas",-32.883,135.9833,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505838.1"
"SAMR_20812_Ct_atla","Ctenotus_atlas",-32.883,135.9833,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505839.1"
"SAMR_29703_Ct_atla","Ctenotus_atlas",-33.5,140.6667,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505840.1"
"SAMR_31859_Ct_atla","Ctenotus_atlas",-30.615,133.2322,"Ctenotus_atlas","Ctenotus_atlas_1","Ctenotus_atlas_1_V3","Ctenotus_sp49",TRUE,FALSE,TRUE,"SRS2115514",NA,"KJ505841.1"
"SAMR_31881_Ct_atla","Ctenotus_atlas",-30.912,134.0747,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505842.1"
"SAMR_31899_Ct_atla","Ctenotus_atlas",-32.15,134.6317,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505837.1"
"SAMR_32080_Ct_atla","Ctenotus_atlas",-30.547,132.1378,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,TRUE,FALSE,NA,"SRR31065838","KJ505845.1"
"SAMR_32256_Ct_atla","Ctenotus_atlas",-29.445,130.1744,"Ctenotus_atlas","Ctenotus_atlas_1","Ctenotus_atlas_1_V3","Ctenotus_sp49",TRUE,FALSE,TRUE,"SRS2115513",NA,"KJ505846.1"
"SAMR_37942_Ct_atla","Ctenotus_atlas",-33.294,137.2083,"Ctenotus_atlas","Ctenotus_atlas_1","Ctenotus_atlas_1_V3","Ctenotus_sp49",TRUE,FALSE,TRUE,"SRS2115500",NA,"PQ522656"
"SAMR_37962_Ct_atla","Ctenotus_atlas",-33.167,137.1333,"Ctenotus_atlas","Ctenotus_atlas_1","Ctenotus_atlas_1_V3","Ctenotus_sp49",TRUE,FALSE,TRUE,"SRS2115497",NA,"KJ505843.1"
"SAMR_40719_Ct_atla","Ctenotus_atlas",-33.167,137.1333,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505844.1"
"SAMR_45544_Ct_atla","Ctenotus_atlas",-31.73,133.4506,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505833.1"
"SAMR_45581_Ct_atla","Ctenotus_atlas",-31.741,133.1522,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505834.1"
"SAMR_55208_Ct_atla","Ctenotus_atlas",-33.741,140.0483,"Ctenotus_atlas","Ctenotus_atlas_1","Ctenotus_atlas_1_V2","Ctenotus_sp49",TRUE,FALSE,TRUE,"SRS2115439",NA,"KJ505859.1"
"SAMR_55210_Ct_atla","Ctenotus_atlas",-33.741,140.0483,"Ctenotus_atlas","Ctenotus_regius",NA,"Ctenotus_sp64",TRUE,FALSE,FALSE,NA,NA,"KJ505860.1"
"SAMR_56623_Ct_atla","Ctenotus_atlas",-32.967,135.7819,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505871.1"
"SAMR_57397_Ct_atla","Ctenotus_atlas",-33.393889,137.342778,"Ctenotus_atlas","Ctenotus_atlas_1","Ctenotus_atlas_1_V3","Ctenotus_sp49",TRUE,FALSE,TRUE,"SRS2115425",NA,"KJ505867.1"
"SAMR_57398_Ct_atla","Ctenotus_atlas",-33.393889,137.342778,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505870.1"
"SAMR_57683_Ct_atla","Ctenotus_atlas",-33.415278,136.7775,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505868.1"
"SAMR_59466_Ct_atla","Ctenotus_atlas",-29.752,131.0964,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505861.1"
"SAMR_59467_Ct_atla","Ctenotus_atlas",-29.752,131.0964,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505862.1"
"SAMR_60359_Ct_atla","Ctenotus_atlas",-29.499,129.3319,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505863.1"
"SAMR_60360_Ct_atla","Ctenotus_atlas",-29.499,129.3319,"Ctenotus_atlas","Ctenotus_atlas_1","Ctenotus_atlas_1_V3","Ctenotus_sp49",TRUE,FALSE,TRUE,"SRS2115421",NA,"KJ505864.1"
"SAMR_61453_Ct_atla","Ctenotus_atlas",-31.8896,133.326,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505865.1"
"WAMR_113416_Ct_atla","Ctenotus_atlas",-30.225,123.6833,"Ctenotus_atlas","Ctenotus_atlas_1","Ctenotus_atlas_1_V3","Ctenotus_sp49",TRUE,FALSE,TRUE,"SRS2115355",NA,"KJ505847.1"
"WAMR_124885_Ct_atla","Ctenotus_atlas",-30.4,119.6333,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505848.1"
"WAMR_126380_Ct_atla","Ctenotus_atlas",-30.252,119.792222,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"GQ241585.1"
"WAMR_126408_Ct_atla","Ctenotus_atlas",-30.299,119.7358,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505849.1"
"WAMR_126428_Ct_atla","Ctenotus_atlas",-30.283,119.7603,"Ctenotus_atlas","Ctenotus_atlas_1","Ctenotus_atlas_1_V2","Ctenotus_sp49",TRUE,FALSE,TRUE,"SRS2115340",NA,"KJ505850.1"
"WAMR_126434_Ct_atla","Ctenotus_atlas",-30.254,119.79,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505851.1"
"WAMR_135111_Ct_atla","Ctenotus_atlas",-30.856,120.8869,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505853.1"
"WAMR_135218_Ct_atla","Ctenotus_atlas",-32.14,121.8444,"Ctenotus_atlas","Ctenotus_atlas_1","Ctenotus_atlas_1_V3","Ctenotus_sp49",TRUE,FALSE,TRUE,"SRS2115326",NA,"KJ505854.1"
"WAMR_135237_Ct_atla","Ctenotus_atlas",-32.007,121.8308,"Ctenotus_atlas","Ctenotus_atlas_1","Ctenotus_atlas_1_V3","Ctenotus_sp49",TRUE,FALSE,TRUE,"SRS2115325",NA,"KJ505855.1"
"WAMR_136446_Ct_atla","Ctenotus_atlas",-28.617,119.0667,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505856.1"
"WAMR_136457_Ct_atla","Ctenotus_atlas",-28.617,119.0667,"Ctenotus_atlas","Ctenotus_atlas_1","Ctenotus_atlas_1_V2","Ctenotus_sp49",TRUE,FALSE,TRUE,"SRS2115321",NA,"KJ505857.1"
"WAMR_136458_Ct_atla","Ctenotus_atlas",-28.617,119.0667,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505858.1"
"WAMR_145379_Ct_atla","Ctenotus_atlas",-29.844,120.959444,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505258.1"
"WAMR_97593_Ct_atla","Ctenotus_atlas",-30.267,119.6167,"Ctenotus_atlas","Ctenotus_atlas_1",NA,"Ctenotus_sp49",TRUE,FALSE,FALSE,NA,NA,"KJ505852.1"
"UMMZ_242606_Ct_aust","Ctenotus_australis",-26.6578,113.64763,"Ctenotus_australis","Ctenotus_australis","Ctenotus_australis_V2","Ctenotus_sp76",TRUE,FALSE,TRUE,"SRS2115405",NA,"PQ522657"
"UMMZ_242607_Ct_aust","Ctenotus_australis",-26.65758,113.64697,"Ctenotus_australis","Ctenotus_australis","Ctenotus_australis_V2","Ctenotus_sp76",TRUE,FALSE,TRUE,"SRS2115404",NA,"PQ522658"
"WAMR_115114_Ct_aust","Ctenotus_australis",-32.083,115.883333,"Ctenotus_australis","Ctenotus_australis","Ctenotus_australis_V1","Ctenotus_sp76",TRUE,FALSE,TRUE,"SRS2115353",NA,"KJ505260.1"
"WAMR_115119_Ct_aust","Ctenotus_australis",-31.933,115.770278,"Ctenotus_australis","Ctenotus_australis","Ctenotus_australis_V1","Ctenotus_sp76",TRUE,TRUE,TRUE,"SRS2115352","SRR31065709","KJ505261.1"
"WAMR_115142_Ct_aust","Ctenotus_australis",-32.083,115.883333,"Ctenotus_australis","Ctenotus_australis",NA,"Ctenotus_sp76",TRUE,FALSE,FALSE,NA,NA,"KJ504995.1"
"WAMR_124874_Ct_aust","Ctenotus_australis",-32.533,115.816667,"Ctenotus_australis","Ctenotus_australis",NA,"Ctenotus_sp76",TRUE,FALSE,FALSE,NA,NA,"KJ505259.1"
"WAMR_116263_Le_axil","Lerista_axillaris",-27.85,114.1667,"Lerista_axillaris","Lerista_gerrardii","Lerista_gerrardii_V2","Lerista_sp166",TRUE,FALSE,TRUE,"SRS3431786",NA,"PQ522659"
"WAMR_146449_Le_axil","Lerista_axillaris",-27.9,114.15,"Lerista_axillaris","Lerista_gerrardii","Lerista_gerrardii_V2","Lerista_sp166",TRUE,TRUE,TRUE,"SRS3431880","SRR31065831","PQ522660"
"SAMAR_59595_Le_bayn","Lerista_baynesi",-31.66306,129.1092,"Lerista_baynesi","Lerista_baynesi","Lerista_baynesi_V1","Lerista_sp192",TRUE,FALSE,TRUE,"SRS3431585",NA,"PQ522661"
"WAMR_106295_Le_bayn","Lerista_baynesi",-31.6666,128.8833,"Lerista_baynesi","Lerista_baynesi","Lerista_baynesi_V1","Lerista_sp192",TRUE,FALSE,TRUE,"SRS3431584",NA,"PQ522662"
"WAMR_137703_Le_bayn","Lerista_baynesi",-31.9,127,"Lerista_baynesi","Lerista_baynesi","Lerista_baynesi_V2","Lerista_sp192",TRUE,TRUE,TRUE,"SRS3431586","SRR31065679","PQ522663"
"WAMR_151118_Le_bayn","Lerista_baynesi",-32.2344,126.3019,"Lerista_baynesi","Lerista_baynesi","Lerista_baynesi_V2","Lerista_sp192",TRUE,FALSE,TRUE,"SRS3431587",NA,"PQ522664"
"CUMV_14454_Le_bipe","Lerista_bipes",-28.133,123.8667,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",FALSE,FALSE,TRUE,"SRS3431864",NA,NA
"CUMV_14480_Le_bipe","Lerista_bipes",-26.226,121.5575,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",TRUE,FALSE,TRUE,"SRS3431860",NA,"PQ522665"
"CUMV_14482_Le_bipe","Lerista_bipes",-26.226,121.5575,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",FALSE,FALSE,TRUE,"SRS3431862",NA,NA
"CUMV_14483_Le_bipe","Lerista_bipes",-26.226,121.5575,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",TRUE,FALSE,TRUE,"SRS3431859",NA,"PQ522666"
"CUMV_14484_Le_bipe","Lerista_bipes",-26.226,121.5575,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",TRUE,FALSE,TRUE,"SRS3431861",NA,"PQ522667"
"CUMV_14485_Le_bipe","Lerista_bipes",-26.226,121.5575,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",TRUE,FALSE,TRUE,"SRS3431857",NA,"PQ522668"
"CUMV_14486_Le_bipe","Lerista_bipes",-26.226,121.5575,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",TRUE,FALSE,TRUE,"SRS3431858",NA,"PQ522669"
"CUMV_14487_Le_bipe","Lerista_bipes",-26.226,121.5575,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",TRUE,FALSE,TRUE,"SRS3431855",NA,"PQ522670"
"CUMV_14488_Le_bipe","Lerista_bipes",-26.226,121.5575,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",TRUE,FALSE,TRUE,"SRS3431856",NA,"PQ522671"
"CUMV_14489_Le_bipe","Lerista_bipes",-26.226,121.5575,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",TRUE,TRUE,TRUE,"SRS3431795","SRS4312620","PQ522672"
"CUMV_14490_Le_bipe","Lerista_bipes",-26.226,121.5575,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",TRUE,FALSE,TRUE,"SRS3431794",NA,"PQ522673"
"CUMV_14491_Le_bipe","Lerista_bipes",-26.226,121.5575,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",TRUE,TRUE,TRUE,"SRS3431792","SRS4312619","PQ522674"
"CUMV_14492_Le_bipe","Lerista_bipes",-26.226,121.5575,"Lerista_bipes","Lerista_bipes_2","Lerista_bipes_2_V1","Lerista_sp171",TRUE,FALSE,TRUE,"SRS3431793",NA,"PQ522675"
"NA_DLR0504_Le_bipe","Lerista_bipes",-28.133,123.8667,"Lerista_bipes","Lerista_bipes_1","Lerista_bipes_1_V1","Lerista_sp172",TRUE,FALSE,TRUE,"SRS3431581",NA,"PQ522676"
"NA_DLR0505_Le_bipe","Lerista_bipes",-28.133,123.8667,"Lerista_bipes","Lerista_bipes_3","Lerista_bipes_3","Lerista_sp173",TRUE,TRUE,TRUE,"SRR31034934","SRR31065827","PQ522677"
"NA_DLR0506_Le_bipe","Lerista_bipes",-28.133,123.8667,"Lerista_bipes","Lerista_bipes_1","Lerista_bipes_1_V1","Lerista_sp172",TRUE,FALSE,TRUE,"SRS3431580",NA,"PQ522678"
